Keyword,Position,Review text,Reviewed at,Owner's answer,Profile name,Profile URL,Profile image URL,Rating,Reviews count,Photos count,Is local guide?
Starbucks Buah Batu,11,"Good place, good beverages. Lately the place quite crowded. Not so cozy as usual but that's no problem. Still enjoy to come here. 👌",2018-12-06 04:24:33 +00:00,,Sofriani Eka Putri,https://www.google.com/maps/contrib/117567424984330174466?hl=en-GH&sa=X&ved=2ahUKEwi-jMSRqs70AhXriv0HHcBCCTkQvvQBegQIARA8,https://lh3.googleusercontent.com/a-/AOh14Gi3kTQq5ulEXOzC-rQTXqQFeGKViEzAirKiDDsYjg=s40-c-c0x00000000-cc-rp-mo-ba3-br100,3,37,57,Yes
Starbucks Buah Batu,12,Cozy but the gap between table is too small,2019-12-06 04:24:33 +00:00,,Amel,https://www.google.com/maps/contrib/100418937298749890628?hl=en-GH&sa=X&ved=2ahUKEwi-jMSRqs70AhXriv0HHcBCCTkQvvQBegQIARBJ,https://lh3.googleusercontent.com/a-/AOh14Gh57OfV6xKNCjLU20aJFcYnOnztJ3S7OzJv09Bglg=s40-c-c0x00000000-cc-rp-mo-ba3-br100,4,17,34,Yes
Starbucks Buah Batu,13,"One of the nicest Starbucks in town. I'd call it cozy, the music is not too loud, the wi-fi is solid, and there's not too many people in here (if you come at the right time). There's outdoor seating at the front and the back of the store, with the back one facing a spacious parking lot. I'd just wish that they have more seating, especially a longer communal table and with backrest chairs, not with stools they currently have. Other than that, it's a solid Starbucks store as usual.",2019-12-06 04:24:33 +00:00,,Rifki Fajar Hadiawan,https://www.google.com/maps/contrib/104478707462402811300?hl=en-GH&sa=X&ved=2ahUKEwi-jMSRqs70AhXriv0HHcBCCTkQvvQBegQIARBW,https://lh3.googleusercontent.com/a-/AOh14GjahTKYbiiHXHnM9adqqRjd8jVnfoFGe8t3bZse7Ho=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5,56,186,Yes
Starbucks Buah Batu,14,Cozy..no doubt,2021-11-06 04:24:33 +00:00,"(Translated by Google) Hi Kak R, Thank you for sharing your experience. Healthy healthy. :)(Original)Hi Kak R, Terima kasih sudah berbagi pengalamannya. Sehat sehat yaaa. :)",R Nuh SA,https://www.google.com/maps/contrib/110530429472163827417?hl=en-GH&sa=X&ved=2ahUKEwi-jMSRqs70AhXriv0HHcBCCTkQvvQBegQIARBm,https://lh3.googleusercontent.com/a-/AOh14GgCSKADKpQT4Iwgt2jUdCfFQS3zkLqRqljFGhgAig=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,67,66,Yes
Starbucks Buah Batu,15,"Nice place to do some homework but in a few spot , cause there is another spot just comfort to talk with ur friend and discuss with ur group , if there is a question ""would u coming back to this place?"" I said, ""yes of course!""",2018-12-06 04:24:33 +00:00,,Boby Herafandy Suyono,https://www.google.com/maps/contrib/116918668506050337832?hl=en-GH&sa=X&ved=2ahUKEwi-jMSRqs70AhXriv0HHcBCCTkQvvQBegQIARBx,https://lh3.googleusercontent.com/a-/AOh14Gir46snBEmXUK2bkQ2RfC5_hPJOu0GV_LRsiPr2sg=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,52,117,Yes
Starbucks Buah Batu,16,Always love starbucks' ambience!!!,2017-12-06 04:24:33 +00:00,,Nindya Nastiti Puspitasari,https://www.google.com/maps/contrib/117861195455581494204?hl=en-GH&sa=X&ved=2ahUKEwi-jMSRqs70AhXriv0HHcBCCTkQvvQBegQIARB-,https://lh3.googleusercontent.com/a-/AOh14Gjk4wbcxrB97fkEeJ5z033lIDyBE7C6Msi7tu2fdA=s40-c-c0x00000000-cc-rp-mo-ba5-br100,5,130,901,Yes
Starbucks Buah Batu,17,"It is the one of starbucks coffe forward in surabaya, they not open 24 hrs but located in the center of the city. Nice place to chill. Easy to get parking for car and bike. The place is comfy.",2019-12-06 04:24:33 +00:00,,Saleh Almunawar,https://www.google.com/maps/contrib/109790282739584168747?hl=en-GH&sa=X&ved=2ahUKEwi-jMSRqs70AhXriv0HHcBCCTkQvvQBegUIARCQAQ,https://lh3.googleusercontent.com/a/AATXAJytJLxXnK56C2CPujMxArX2e8Bv4qfWUMm4OemR=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,42,20,Yes
Starbucks Buah Batu,18,"Good shop, friendly partners. unfortunately health protocol is below par. all the starbucks in Jakarta requires mask, race shield and glove. the barista in this place only wear mask, and no other PPE .",2021-02-06 04:24:33 +00:00,,Iqbal Faisal,https://www.google.com/maps/contrib/101467816795923476577?hl=en-GH&sa=X&ved=2ahUKEwi-jMSRqs70AhXriv0HHcBCCTkQvvQBegUIARCdAQ,https://lh3.googleusercontent.com/a/AATXAJxczWriZ0nrmuMGgVOSWQXqo0M5SoM9ohlzk0Wr=s40-c-c0x00000000-cc-rp-mo-ba3-br100,4,104,0,Yes
Starbucks Buah Batu,19,Good location in street. Cozy and warm place.,2019-12-06 04:24:33 +00:00,,Naufal,https://www.google.com/maps/contrib/115728987345345110808?hl=en-GH&sa=X&ved=2ahUKEwi-jMSRqs70AhXriv0HHcBCCTkQvvQBegUIARCoAQ,https://lh3.googleusercontent.com/a-/AOh14GhB2VDRswddILybI09mKD2ohA_4hziTa75QXs3Mku0=s40-c-c0x00000000-cc-rp-mo-ba4-br100,4,118,287,Yes
Starbucks Buah Batu,20,Great place to be center point for meet people,2020-12-06 04:24:33 +00:00,,waydhee Izzat,https://www.google.com/maps/contrib/115492367290952148481?hl=en-GH&sa=X&ved=2ahUKEwi-jMSRqs70AhXriv0HHcBCCTkQvvQBegUIARC1AQ,https://lh3.googleusercontent.com/a-/AOh14GivhcihVfDYbl_3dZgymfSFYlBb3xRDsAutHoCovsw=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5,84,391,Yes
Starbucks Buah Batu,21,It's easy to park the car inside the shop.,2018-12-06 04:24:34 +00:00,,James Chen,https://www.google.com/maps/contrib/104376440218164358455?hl=en-ID&sa=X&ved=2ahUKEwjnn5GSqs70AhUaSmwGHahmB_4QvvQBegQIARA8,https://lh3.googleusercontent.com/a-/AOh14GhpIfibxrf5K0GDcNx3c1zFOpi2KQ8emRp9HJdrVs8=s40-c-c0x00000000-cc-rp-mo-ba6-br100,4,162,4677,Yes
Starbucks Buah Batu,22,"Children like to be able to choose secret recipes from Starbucks like Cotton Candy, Smurf, Cheese oreo .. but the wait is waiting unicorn there is not yet.
A great place to hang out.
Likes many promos like from Line and BCA card ..",2018-12-06 04:24:34 +00:00,,Mariani tjio,https://www.google.com/maps/contrib/101866864149380747116?hl=en-ID&sa=X&ved=2ahUKEwjnn5GSqs70AhUaSmwGHahmB_4QvvQBegQIARBK,https://lh3.googleusercontent.com/a-/AOh14Gi16DbHwxc0aWG2-tgs8mQLEiz38oVFvHgBLzM8=s40-c-c0x00000000-cc-rp-mo-ba6-br100,5,620,1557,Yes
Starbucks Buah Batu,23,Best place for chilling and great coffee,2019-12-06 04:24:34 +00:00,,Ghyna Nur Fajrianti,https://www.google.com/maps/contrib/101566522126039603610?hl=en-ID&sa=X&ved=2ahUKEwjnn5GSqs70AhUaSmwGHahmB_4QvvQBegQIARBY,https://lh3.googleusercontent.com/a/AATXAJy0O8lOovU7xakSbPDtKuLzf0n_wHQnfZhL41wJ=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,30,75,Yes
Starbucks Buah Batu,24,Nice Place To Chichat,2021-07-06 04:24:34 +00:00,"(Translated by Google) Thank you, Sis, for sharing your experience, stay safe!(Original)Thank you kak sudah berbagi pengalamannya, stay safe ya !!!",Moch. Idham Cholid S,https://www.google.com/maps/contrib/111316127692222215757?hl=en-ID&sa=X&ved=2ahUKEwjnn5GSqs70AhUaSmwGHahmB_4QvvQBegQIARBn,https://lh3.googleusercontent.com/a-/AOh14GigmQUFgMR50MgB4WWLNV_IiddDm19LvT_Fkta-FQ=s40-c-c0x00000000-cc-rp-mo-ba4-br100,4,62,233,Yes
Starbucks Buah Batu,25,"A Starbucks close by to my house? It's like an 'amen' to all my prayer. I love how they give extra space to park at the back, enough for couples of cars to not stuffing the road.",2017-12-06 04:24:34 +00:00,,Bayu Fauzi,https://www.google.com/maps/contrib/100044108562684789429?hl=en-ID&sa=X&ved=2ahUKEwjnn5GSqs70AhUaSmwGHahmB_4QvvQBegQIARBy,https://lh3.googleusercontent.com/a-/AOh14Gj1BlEFJ6_j7iZQU5nLuft9o2XaCFvtAcXeNIUp4aU=s40-c-c0x00000000-cc-rp-mo-ba6-br100,5,411,1021,Yes
Starbucks Buah Batu,26,Ah nice,2021-11-22 04:24:34 +00:00,,Clement Joe,https://www.google.com/maps/contrib/109129464237639231459?hl=en-ID&sa=X&ved=2ahUKEwjnn5GSqs70AhUaSmwGHahmB_4QvvQBegQIARB_,https://lh3.googleusercontent.com/a-/AOh14Gg246UAc6ITWDUOfLui0IRbXQPaWXBo0shQl6-q_Q=s40-c-c0x00000000-cc-rp-mo-br100,5,14,0,No
Starbucks Buah Batu,27,One of my fav place...,2020-12-06 04:24:34 +00:00,,yusie 1275,https://www.google.com/maps/contrib/109287567282498385172?hl=en-ID&sa=X&ved=2ahUKEwjnn5GSqs70AhUaSmwGHahmB_4QvvQBegUIARCLAQ,https://lh3.googleusercontent.com/a/AATXAJw96u4HNEvuqjJ1o0KHIizOkC2fDN10anTmmGP5=s40-c-c0x00000000-cc-rp-mo-ba2-br100,5,13,18,Yes
Starbucks Buah Batu,28,Nice place to be with friends. But usually crowd.,2017-12-06 04:24:34 +00:00,,Rendy Rachmat,https://www.google.com/maps/contrib/104925595039143733058?hl=en-ID&sa=X&ved=2ahUKEwjnn5GSqs70AhUaSmwGHahmB_4QvvQBegUIARCaAQ,https://lh3.googleusercontent.com/a/AATXAJyQDgX9QtwRb2Kk618o4-2HUipEpzhnhN5NyPKL=s40-c-c0x00000000-cc-rp-mo-ba3-br100,4,67,30,Yes
Starbucks Buah Batu,29,"great place for working on assignments with some snacks, don't forget to bring your sbux's tumblr to get 50% off",2020-12-06 04:24:34 +00:00,,Regina A,https://www.google.com/maps/contrib/102235743218610267946?hl=en-ID&sa=X&ved=2ahUKEwjnn5GSqs70AhUaSmwGHahmB_4QvvQBegUIARCpAQ,https://lh3.googleusercontent.com/a-/AOh14GgK23N51um_-2j9q3c7zJ9tRyPZNqCmlQkTHlfGZQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,34,56,Yes
Starbucks Buah Batu,30,"cozy place to visit, friendly staff and nice coffe bar",2019-12-06 04:24:34 +00:00,,Aham Wahyu,https://www.google.com/maps/contrib/113764751756934922055?hl=en-ID&sa=X&ved=2ahUKEwjnn5GSqs70AhUaSmwGHahmB_4QvvQBegUIARC0AQ,https://lh3.googleusercontent.com/a/AATXAJwiEQNLClLI-WCRn6oDY9aSOjskUZjxTJpG-w6A=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,31,13,Yes
Starbucks Buah Batu,31,"Always be my favo. Near the office, the barista is friendly. The Frappuccino always amaze me. Upping the mood love it!",2017-12-06 04:24:32 +00:00,,Shelvy Winly,https://www.google.com/maps/contrib/110087128182086452247?hl=en-ID&sa=X&ved=2ahUKEwiUwouRqs70AhVszDgGHTDlCiAQvvQBegQIARA8,https://lh3.googleusercontent.com/a-/AOh14GjlRkdAJdnYSOqJlQE3_5atcBBQpCySls8tH0cUQA=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5,78,291,Yes
Starbucks Buah Batu,32,Cool hangout place..not too crowded and the arrangements is cozy,2018-12-06 04:24:32 +00:00,,Ridho Revilino,https://www.google.com/maps/contrib/104248733041899205354?hl=en-ID&sa=X&ved=2ahUKEwiUwouRqs70AhVszDgGHTDlCiAQvvQBegQIARBJ,https://lh3.googleusercontent.com/a-/AOh14GjKSZ91Ox1ZyRve8UDZzfgcYGN_UT9SkhbniwNlKAc=s40-c-c0x00000000-cc-rp-mo-ba5-br100,4,137,634,Yes
Starbucks Buah Batu,33,Open 7am till 11pm 👍👍 nice place and atmosphere with large space of parking area 👍👍,2017-12-06 04:24:32 +00:00,,kurniawan widjaja,https://www.google.com/maps/contrib/102166032621659448194?hl=en-ID&sa=X&ved=2ahUKEwiUwouRqs70AhVszDgGHTDlCiAQvvQBegQIARBX,https://lh3.googleusercontent.com/a-/AOh14Gjwu369wW7NeX8Nn32NDb8TgrL6IJg3Y3NovVPEKQ=s40-c-c0x00000000-cc-rp-mo-ba5-br100,5,220,386,Yes
Starbucks Buah Batu,34,Nice service..please time order..🙏,2021-03-06 04:24:32 +00:00,,Eka Widya,https://www.google.com/maps/contrib/116050056587435973122?hl=en-ID&sa=X&ved=2ahUKEwiUwouRqs70AhVszDgGHTDlCiAQvvQBegQIARBk,https://lh3.googleusercontent.com/a-/AOh14GhvIhrlcqEc_jEhrMa7e5jN51xUpzoyjic5Azib8g=s40-c-c0x00000000-cc-rp-mo-br100,5,61,14,No
Starbucks Buah Batu,35,Good places and good dishes! The barista also gave us a good service,2020-12-06 04:24:32 +00:00,,Febryan Abiyyu,https://www.google.com/maps/contrib/105940670472020499991?hl=en-ID&sa=X&ved=2ahUKEwiUwouRqs70AhVszDgGHTDlCiAQvvQBegQIARBv,https://lh3.googleusercontent.com/a-/AOh14GgrvnaiZf5bfIkQJo_wdnsQ-5a_LH2Kos0NQYSRgA=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,39,14,Yes
Starbucks Buah Batu,36,"Nice ambience for working, reading books, or chitchatting.",2021-09-06 04:24:32 +00:00,,Yenny Kartika,https://www.google.com/maps/contrib/113522673708400721222?hl=en-ID&sa=X&ved=2ahUKEwiUwouRqs70AhVszDgGHTDlCiAQvvQBegQIARB6,https://lh3.googleusercontent.com/a-/AOh14GgwKYSvMtuUaMSczP_G8fooo5WrvTgqt20haULmRko=s40-c-c0x00000000-cc-rp-mo-ba5-br100,5,129,992,Yes
Starbucks Buah Batu,37,"Starbucks reserve coffee shop, one of the busiest &  crowded Starbucks in town. Nice place too",2020-12-06 04:24:32 +00:00,,Romi Hermawan,https://www.google.com/maps/contrib/105283841793709327240?hl=en-ID&sa=X&ved=2ahUKEwiUwouRqs70AhVszDgGHTDlCiAQvvQBegUIARCHAQ,https://lh3.googleusercontent.com/a-/AOh14GgfwEYrw_v6NDgxYeT7aMHKsXBfjNosYXo6HKl_Gg=s40-c-c0x00000000-cc-rp-mo-ba6-br100,5,424,1580,Yes
Starbucks Buah Batu,38,"Nice place, good service, friendly staff.",2020-12-06 04:24:32 +00:00,"(Translated by Google) Thank you for sharing your experience, Sis Ari.Let's try the ice cream menuStay safe and healthy(Original)Terima kasih sudah berbagi pengalamannya Kak Ari.Yuk coba menu Es krim nyaStay safe and healthy",Arianto Sutedjo,https://www.google.com/maps/contrib/111440641676677828486?hl=en-ID&sa=X&ved=2ahUKEwiUwouRqs70AhVszDgGHTDlCiAQvvQBegUIARCSAQ,https://lh3.googleusercontent.com/a/AATXAJxa7Qi4wOEq6IbV9ZLTU1-Uetb-Pv2_JdbAPI4E=s40-c-c0x00000000-cc-rp-mo-ba2-br100,5,28,5,Yes
Starbucks Buah Batu,39,Hang out place with my lil fam,2021-01-06 04:24:32 +00:00,,Erwin Pasha Saputra,https://www.google.com/maps/contrib/112525942510217625464?hl=en-ID&sa=X&ved=2ahUKEwiUwouRqs70AhVszDgGHTDlCiAQvvQBegUIARCdAQ,https://lh3.googleusercontent.com/a/AATXAJxTYYHwJWfZOdslU_ouG5jEwT3bI_J_AAoc9XKP=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,45,17,Yes
Starbucks Buah Batu,40,Cozy place,2021-10-06 04:24:32 +00:00,,Yoga Regantoro Agrarista,https://www.google.com/maps/contrib/100893196128952518057?hl=en-ID&sa=X&ved=2ahUKEwiUwouRqs70AhVszDgGHTDlCiAQvvQBegUIARCoAQ,https://lh3.googleusercontent.com/a-/AOh14Givi6tBCDTclxM4Fmy44l05YnhivzMXWhUYkm7EjQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100,4,25,63,Yes
Starbucks Buah Batu,41,Always the best place for having some coffee and chill,2020-12-06 04:24:33 +00:00,,Bambang 'Nino' Wismono,https://www.google.com/maps/contrib/116433828027904893782?hl=en-ID&sa=X&ved=2ahUKEwjC1qCRqs70AhUFzzgGHZMcByAQvvQBegQIARA8,https://lh3.googleusercontent.com/a-/AOh14Gic1eG7ZaKB8paSA3dNyYsjxjNpN9oCE-hvQ_53AO8=s40-c-c0x00000000-cc-rp-mo-ba5-br100,5,212,595,Yes
Starbucks Buah Batu,42,good place to meet friends,2021-05-06 04:24:33 +00:00,"(Translated by Google) Thank you, the rating is good(Original)Terima kasih Ratingnya kak Bagus",Bagus Syahputra,https://www.google.com/maps/contrib/113216511210539590633?hl=en-ID&sa=X&ved=2ahUKEwjC1qCRqs70AhUFzzgGHZMcByAQvvQBegQIARBH,https://lh3.googleusercontent.com/a-/AOh14GjRmAxxH1aXr3uxCR5RFVL4hc_R0zVPBwtBkr_R=s40-c-c0x00000000-cc-rp-mo-br100,5,5,5,No
Starbucks Buah Batu,43,Good place to gather and do your homework with your friend here,2018-12-06 04:24:33 +00:00,,Meygantara Faozal Holieff,https://www.google.com/maps/contrib/114186569335999169428?hl=en-ID&sa=X&ved=2ahUKEwjC1qCRqs70AhUFzzgGHZMcByAQvvQBegQIARBS,https://lh3.googleusercontent.com/a-/AOh14GhWlvUfl-XkptytzotI1OTh3gtXCj6daerDRif21g=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,26,17,Yes
Starbucks Buah Batu,44,Good place. The parking lot is also spacious.,2020-12-06 04:24:33 +00:00,,Wandira Larasati,https://www.google.com/maps/contrib/110620526340578040939?hl=en-ID&sa=X&ved=2ahUKEwjC1qCRqs70AhUFzzgGHZMcByAQvvQBegQIARBf,https://lh3.googleusercontent.com/a-/AOh14GjWEaQdc97CBAgNEvLyiuDYbTCnCKHvPVhHOzMuR4A=s40-c-c0x00000000-cc-rp-mo-ba5-br100,4,226,1230,Yes
Starbucks Buah Batu,45,"Good place, really. I go here a lot.",2020-12-06 04:24:33 +00:00,,Salwa Nafisah Khairiyyah,https://www.google.com/maps/contrib/102678455334593751280?hl=en-ID&sa=X&ved=2ahUKEwjC1qCRqs70AhUFzzgGHZMcByAQvvQBegQIARBq,https://lh3.googleusercontent.com/a-/AOh14Ghmx8v2OahcehT3VapG5_vTM_-4h-5GrojtlAzaEw=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,85,20,Yes
Starbucks Buah Batu,46,"The best place to sit and read, sit and play games, and of course meeting point. One of the best starbucks in town.",2020-12-06 04:24:33 +00:00,,Marsaulina Clarissa,https://www.google.com/maps/contrib/115556100051016869379?hl=en-ID&sa=X&ved=2ahUKEwjC1qCRqs70AhUFzzgGHZMcByAQvvQBegQIARB1,https://lh3.googleusercontent.com/a-/AOh14GgAEOllQGLzt_dKK6buvoUBCqoYjI_3G0-O32blUg=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5,20,2,Yes
Starbucks Buah Batu,47,Expensive and pricey but comfortable and very calming. Delicious and satisfying. What a nice breakthrough for coffee addict.,2020-12-06 04:24:33 +00:00,,Azita Nadiya,https://www.google.com/maps/contrib/115940477170080475232?hl=en-ID&sa=X&ved=2ahUKEwjC1qCRqs70AhUFzzgGHZMcByAQvvQBegUIARCAAQ,https://lh3.googleusercontent.com/a-/AOh14GjUmdeWrdWyjvs5aw-hK9hU1Y0jK51ED4aXva3wUA=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,64,0,Yes
Starbucks Buah Batu,48,always...,2020-12-06 04:24:33 +00:00,,Momi Hebat,https://www.google.com/maps/contrib/101532959721806426705?hl=en-ID&sa=X&ved=2ahUKEwjC1qCRqs70AhUFzzgGHZMcByAQvvQBegUIARCLAQ,https://lh3.googleusercontent.com/a/AATXAJyjhL7i7vxfKlsjQzOX2JJ3wSvYNfSi6VviAC8u=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5,6,241,Yes
Starbucks Buah Batu,49,Nice,2019-12-06 04:24:33 +00:00,,Debora Eirene,https://www.google.com/maps/contrib/117483441420864849168?hl=en-ID&sa=X&ved=2ahUKEwjC1qCRqs70AhUFzzgGHZMcByAQvvQBegUIARCZAQ,https://lh3.googleusercontent.com/a-/AOh14GjJ30oIaaL1o846JiZLR4OKpKSCA47K1uanZU8MeoA=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5,29,456,Yes
Starbucks Buah Batu,50,Love the place and atmosphere. Usually the baristas and waiter/waitress are very helpful (even their security guards are nice). If only they serve main course for meal time it would be perfect.,2018-12-06 04:24:33 +00:00,,Imlati Helmi,https://www.google.com/maps/contrib/102033348177392991412?hl=en-ID&sa=X&ved=2ahUKEwjC1qCRqs70AhUFzzgGHZMcByAQvvQBegUIARCoAQ,https://lh3.googleusercontent.com/a/AATXAJz_h1hBrSAj4dmKCflPCAJAX-Zp2m4oADT2J26x=s40-c-c0x00000000-cc-rp-mo-ba2-br100,5,10,0,Yes
Starbucks Buah Batu,51,"Maybe they have skilled baristas to make a good coffee, but one thing they should learn is hospitality and how to smile nicely even in rush hour.
Nice place with perfect interior though. Spacious parking lot.
Quite crowded in certain time, and only have 1 restroom. Need more seating with plugs and restroom. Make this place to be 2 floor building would be perfect.",2018-12-06 04:24:32 +00:00,,M. Haidar Helmi,https://www.google.com/maps/contrib/109909188348228337220?hl=en-ID&sa=X&ved=2ahUKEwjp_J6Rqs70AhUA8XMBHVFnD00QvvQBegQIARA8,https://lh3.googleusercontent.com/a-/AOh14GiwuzBogC3n4dnvESeoMx4mDpmrQwN8VUtp2Bm9ig=s40-c-c0x00000000-cc-rp-mo-ba4-br100,3,113,21,Yes
Starbucks Buah Batu,52,Nice place to grab a coffee and working with a laptop.,2018-12-06 04:24:32 +00:00,,Panji Prabowo,https://www.google.com/maps/contrib/104336917547394243752?hl=en-ID&sa=X&ved=2ahUKEwjp_J6Rqs70AhUA8XMBHVFnD00QvvQBegQIARBI,https://lh3.googleusercontent.com/a-/AOh14Gin1FLu2T8Cb3TwsA3T7hPDk9FRRQbZmOQA2RCR1A=s40-c-c0x00000000-cc-rp-mo-ba5-br100,5,269,1667,Yes
