Keyword,Position,Review text,Reviewed at,Owner's answer,Profile name,Profile URL,Profile image URL,Rating,Reviews count,Photos count,Is local guide?
Seniman Coffee Studio,11,"A nice coffee shop in Ubud to hang out or do the work. They have extra space to work under the main area. Staffs are very friendly. Parking spot is very limited, though. Wifi is so-so.
Coffee and food are decent with affordable price. For the menu I recommend their sandwiches and iced milk coffee.",2021-04-27 15:59:24 +00:00,,pradipta dirgantara,https://www.google.com/maps/contrib/112312282485944452914?hl=en-NP&sa=X&ved=2ahUKEwjKjdnU9Lj0AhUezTgGHXBIAxsQvvQBegQIARA_,https://lh3.googleusercontent.com/a-/AOh14Gj3FQq5r-hyPPgJ_GR_rD6kndhNoXd_5_pquaF9xA=s40-c-c0x00000000-cc-rp-mo-ba5-br100,5,161,384,Yes
Seniman Coffee Studio,12,"The coffee is good, love the ambience of this place",2021-10-27 15:59:24 +00:00,,nadya hanggana,https://www.google.com/maps/contrib/114318348688024893583?hl=en-NP&sa=X&ved=2ahUKEwjKjdnU9Lj0AhUezTgGHXBIAxsQvvQBegQIARBQ,https://lh3.googleusercontent.com/a-/AOh14GhYpiT4WontBCm2meJ242IABAABRo_pD6RaxsHKdQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,21,69,Yes
Seniman Coffee Studio,13,"Maybe it needs more open space, moreover in pandemic situations",2021-01-27 15:59:24 +00:00,,Pinurba Anandita,https://www.google.com/maps/contrib/110737252510449383828?hl=en-NP&sa=X&ved=2ahUKEwjKjdnU9Lj0AhUezTgGHXBIAxsQvvQBegQIARBe,https://lh3.googleusercontent.com/a-/AOh14GhHJA9_fwZl1wMlZUjl6j9jw66yk6BDiuaRdMEZ=s40-c-c0x00000000-cc-rp-mo-ba5-br100,5,129,701,Yes
Seniman Coffee Studio,14,Good for chilli’ but .. I just love coffee w/ sugar 😁,2021-09-27 15:59:24 +00:00,,Nio Nio,https://www.google.com/maps/contrib/115683961906500290769?hl=en-NP&sa=X&ved=2ahUKEwjKjdnU9Lj0AhUezTgGHXBIAxsQvvQBegQIARBz,https://lh3.googleusercontent.com/a-/AOh14Gg04CyKQkDfNZUheO_gEKTuu0-zeZylFonv6GEz=s40-c-c0x00000000-cc-rp-mo-br100,4,36,48,No
Seniman Coffee Studio,15,"Nice coffee shop at Ubud, valet parking. The staffs are friendly.",2021-06-27 15:59:24 +00:00,,Candy Candy,https://www.google.com/maps/contrib/112366979798130873812?hl=en-NP&sa=X&ved=2ahUKEwjKjdnU9Lj0AhUezTgGHXBIAxsQvvQBegUIARCAAQ,https://lh3.googleusercontent.com/a-/AOh14GihWTFj4lV85Tom2yFnWMoSoqJEtX32ksALSesHPg=s40-c-c0x00000000-cc-rp-mo-ba5-br100,5,196,855,Yes
Seniman Coffee Studio,16,"Coffee was a bit too sour for us, falafel ok",2021-08-27 15:59:24 +00:00,,Tom,https://www.google.com/maps/contrib/103925612878973057446?hl=en-NP&sa=X&ved=2ahUKEwjKjdnU9Lj0AhUezTgGHXBIAxsQvvQBegUIARCSAQ,https://lh3.googleusercontent.com/a-/AOh14GiRuASmrFKnj-rJzUn28qgEXyt-8hTYgSDf-C1_=s40-c-c0x00000000-cc-rp-mo-ba5-br100,3,308,1087,Yes
Seniman Coffee Studio,17,It's always my ubud routine. A must coffee shop to visit when in ubud. Great coffee with premium slected beans.,2021-03-27 15:59:24 +00:00,,Rio Yudhyanto,https://www.google.com/maps/contrib/114071394060842203138?hl=en-NP&sa=X&ved=2ahUKEwjKjdnU9Lj0AhUezTgGHXBIAxsQvvQBegUIARCiAQ,https://lh3.googleusercontent.com/a/AATXAJzIjsGTGBK0gUAz1EHX3E0_LmW5mTbOIFHF6Ec0=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5,48,182,Yes
Seniman Coffee Studio,18,"I thought Melbourne was the coffee capital, but then I came to Bali and coffee has never been the same again.
If you love coffee and want to drink the best coffee in the world and learn about coffee, go to Seniman.
Here you can taste all the different coffees, experience the flavour profiles, and learn all about production and brewing methods.
The breakfast is great and if you like smashed avocado on sourdough and you thought only Melbourne could do it right; this place puts Melbourne to shame. Breakfast is delicious here.
The atmosphere is trendy and clever. For example: they have converted flimsy plastic deck chairs into solid comfortable rocking chairs with a very simple modification.
The staff are delightful and friendly, service is quick and always comes with a smile. No trip to Ubud would be complete without visiting this place.",2020-11-27 15:59:24 +00:00,,Stacy O'Callaghan,https://www.google.com/maps/contrib/113606103307109087475?hl=en-NP&sa=X&ved=2ahUKEwjKjdnU9Lj0AhUezTgGHXBIAxsQvvQBegUIARC2AQ,https://lh3.googleusercontent.com/a/AATXAJz_TsK_6YaAw7-ON8r7EEzsGOrVD5jzyyQMU6Md=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5,80,73,Yes
Seniman Coffee Studio,19,"A great coffee place in the central part of ubud. They have quite a variety of coffee, so you might wanna ask whats good for you. They’ve got lots of seats too also good wifi. Overall, I highly recommend this place!",2020-11-27 15:59:24 +00:00,,Riska,https://www.google.com/maps/contrib/103946009552387011681?hl=en-NP&sa=X&ved=2ahUKEwjKjdnU9Lj0AhUezTgGHXBIAxsQvvQBegUIARDHAQ,https://lh3.googleusercontent.com/a-/AOh14Gitm34DbtFSA-_myiwvSijPJsYTmfRGEMX4VsNXMQ=s40-c-c0x00000000-cc-rp-mo-ba5-br100,5,235,778,Yes
Seniman Coffee Studio,20,"Never been disappointed to be here. The dimsum menu could be improved but the drinks and cookies are never wrong. Sandwiches are great, and their coffee are wonderful! Love the interior decor and the cozy ambient for working.",2021-04-27 15:59:24 +00:00,,Christy Surya,https://www.google.com/maps/contrib/107287595188807295804?hl=en-NP&sa=X&ved=2ahUKEwjKjdnU9Lj0AhUezTgGHXBIAxsQvvQBegUIARDYAQ,https://lh3.googleusercontent.com/a-/AOh14Gh-XZOPeo9vYY9XAjW7kgRwjvghrruiuq8xUK-j=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,42,56,Yes
Seniman Coffee Studio,21,Good coffee nice place to work or hang out with,2021-10-27 15:59:22 +00:00,,Virna Kariuzha,https://www.google.com/maps/contrib/103488567568739352605?hl=en-US&sa=X&ved=2ahUKEwiosIDU9Lj0AhUKl3IEHSQTDBAQvvQBegQIARA_,https://lh3.googleusercontent.com/a-/AOh14GjPqKBIEA4LrsRD1hjwXYe0xdUGS9gWLQyYHJ45-A=s40-c-c0x00000000-cc-rp-mo-ba3-br100,4,68,37,Yes
Seniman Coffee Studio,22,"Best for coffee lover, and great food also ... They really know how to ""treat coffee with care :)""... Nice ambience. And only here at Ubud Bali.",2020-12-27 15:59:22 +00:00,"Thank you for the review, we are waiting for your arrival again trian !!",Trian Nugroho,https://www.google.com/maps/contrib/111092058844683860820?hl=en-US&sa=X&ved=2ahUKEwiosIDU9Lj0AhUKl3IEHSQTDBAQvvQBegQIARBM,https://lh3.googleusercontent.com/a/AATXAJwx5bIaMIlajq59rJKSbVjLrFmoaFkmxgEYFULr=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5,70,124,Yes
Seniman Coffee Studio,23,"I enjoyed our late breakfast/lunch. We have ordered a smoothie bowl, Seniman Salad, potato croquette, Vietnamese spring rolls, and a latte. I really pleased with everything that we order and would recommend this place if you are in the area.",2020-11-27 15:59:22 +00:00,,Bryson Rider,https://www.google.com/maps/contrib/101934637206376028907?hl=en-US&sa=X&ved=2ahUKEwiosIDU9Lj0AhUKl3IEHSQTDBAQvvQBegQIARBc,https://lh3.googleusercontent.com/a-/AOh14Gj7XwGDsRVlv4G6sOZpOluJKdezn-N3UBM9urByd-Y=s40-c-c0x00000000-cc-rp-mo-ba5-br100,5,161,2060,Yes
Seniman Coffee Studio,24,"Love love the Matcha iced latte! Another day I also enjoyed the Cardamon Roll and the Fougasse! Delish!! Friendly staff and Ayu, who works across the street at the shop, was super nice to me!!
I stopped in as I live just next door and she was so friendly and made me feel so welcome as a foreigner to Indonesia!!
I love Bali and the Balinese people! When I visited for a month in April 2019, I felt so welcome! Nothing but pure kindness and community spirit!!
Terima Kasih!🙏🏽☯️",2021-06-27 15:59:22 +00:00,,My Never Ending Journey (Cheryl T),https://www.google.com/maps/contrib/104851269739934828217?hl=en-US&sa=X&ved=2ahUKEwiosIDU9Lj0AhUKl3IEHSQTDBAQvvQBegQIARBv,https://lh3.googleusercontent.com/a-/AOh14GgseG-a6uJU8lFysXygocm5RGYK9O4Fj1h7TCjsWdA=s40-c-c0x00000000-cc-rp-mo-br100,5,27,68,No
Seniman Coffee Studio,25,"Definitely I will come back again to this coffee shop, very nice",2021-01-27 15:59:22 +00:00,,Arival Rizki Satriana,https://www.google.com/maps/contrib/115245432294099131671?hl=en-US&sa=X&ved=2ahUKEwiosIDU9Lj0AhUKl3IEHSQTDBAQvvQBegQIARB9,https://lh3.googleusercontent.com/a-/AOh14GhLnXtzGzgYvSuK3rK1fiIt9HVWM_T9nEb9CJr-lw=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5,208,388,Yes
Seniman Coffee Studio,26,"TEA took long ages to be served, even later than other customers coming after. Apparently they had just forgot until I asked again.",2021-08-27 15:59:22 +00:00,,Peggy Chen,https://www.google.com/maps/contrib/108246741774526200853?hl=en-US&sa=X&ved=2ahUKEwiosIDU9Lj0AhUKl3IEHSQTDBAQvvQBegUIARCNAQ,https://lh3.googleusercontent.com/a/AATXAJz8kzWW4pvm7IAX-7zqQrrNsmRZvtHXzcRjltaJ=s40-c-c0x00000000-cc-rp-mo-br100,3,13,4,No
Seniman Coffee Studio,27,Another amazing food experience in Bali. They are specialized in coffee making so if you look for some kind of unique flavor it's the right place. I ordered the burger too which was outstanding. The only problem one order probably not gonna be enough and that makes it a bit expensive.,2019-11-27 15:59:22 +00:00,,hamid khb,https://www.google.com/maps/contrib/103940932037198909114?hl=en-US&sa=X&ved=2ahUKEwiosIDU9Lj0AhUKl3IEHSQTDBAQvvQBegUIARCaAQ,https://lh3.googleusercontent.com/a-/AOh14GgL-KzYlOkzstAuhrMf0i7ZHhoBwCjb3JdbPsSO3A=s40-c-c0x00000000-cc-rp-mo-ba4-br100,4,122,145,Yes
Seniman Coffee Studio,28,Worth a visit when in Bali!  The place is always crowded. No wonder why because food and coffee are excellent. I find desserts are a bit to sweet for my liking. Beyond that is their service. The staffs were friendly and helpful. The manager told us their company vision how they want to grow their local business which is very impressive!,2018-11-27 15:59:22 +00:00,,Dara Tangs,https://www.google.com/maps/contrib/107592202553292196423?hl=en-US&sa=X&ved=2ahUKEwiosIDU9Lj0AhUKl3IEHSQTDBAQvvQBegUIARCtAQ,https://lh3.googleusercontent.com/a-/AOh14Gg-MAxzd39zwW7UedUoWbazxkKM8kt1paIJVJyUXg=s40-c-c0x00000000-cc-rp-mo-ba5-br100,5,50,885,Yes
Seniman Coffee Studio,29,"Nice place to drink a cup of coffee in Ubud
The price is affordable, lot of snacks
Recommend if you drive a motorcycle to here because the parking is very limited",2020-11-27 15:59:22 +00:00,,agas maha astra,https://www.google.com/maps/contrib/104712962545586048175?hl=en-US&sa=X&ved=2ahUKEwiosIDU9Lj0AhUKl3IEHSQTDBAQvvQBegUIARC_AQ,https://lh3.googleusercontent.com/a-/AOh14GhUjhjMYL2796POTSxTg0pBoSInrkNxKVZIiRANeLo=s40-c-c0x00000000-cc-rp-mo-ba6-br100,5,468,5540,Yes
Seniman Coffee Studio,30,"Yum! Yum! Yum! Fantastic coffee and great atmosphere, on top of that, fantastic food! We loved everything we ordered. Everything is tasty. Highly recommend breakfast here.",2020-11-27 15:59:22 +00:00,,Izzy So,https://www.google.com/maps/contrib/111403327420413269017?hl=en-US&sa=X&ved=2ahUKEwiosIDU9Lj0AhUKl3IEHSQTDBAQvvQBegUIARDXAQ,https://lh3.googleusercontent.com/a-/AOh14GhfsaWmIilCVwKqbMrrjbsQ5RXHlLokia1yEXxCLQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,6,52,Yes
Seniman Coffee Studio,31,"They have good coffee but the absurd thing was they put your coffee on a glass bottle (similiar to beer bottle) if you order for takeaway. It’s ok if it’s a cold coffee, but for hot coffee??? It’s a disaster. I know this is for eco friendly things, but please make another idea for the hot coffee things.",2021-10-27 15:59:23 +00:00,,Prasetya jati hutama nusi,https://www.google.com/maps/contrib/107491155727930941047?hl=en-RU&sa=X&ved=2ahUKEwjst5PU9Lj0AhWKzosKHRy4DfkQvvQBegQIARA_,https://lh3.googleusercontent.com/a-/AOh14Gj85b4rBdVbp4tAeJ_us1_Er9QkEdShoM43gX9BWw=s40-c-c0x00000000-cc-rp-mo-ba3-br100,3,73,71,Yes
Seniman Coffee Studio,32,"Great staff who were busy, but also happy to chat.  They know and like their coffee and I happily spent my time trying six shots in various espresso and 1 flat white.  Breakfast always simple and delicious too!",2020-11-27 15:59:23 +00:00,,D F,https://www.google.com/maps/contrib/114259755804620797446?hl=en-RU&sa=X&ved=2ahUKEwjst5PU9Lj0AhWKzosKHRy4DfkQvvQBegQIARBK,https://lh3.googleusercontent.com/a-/AOh14Gg7tZZzvCV5ZYSSJPePHguSPHd_08mxbgNJohAe3AE=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,45,40,Yes
Seniman Coffee Studio,33,My top 3 coffee place in the whole world. They really know how to make coffee more interesting.,2020-11-27 15:59:23 +00:00,,Stevanus Sanjaya,https://www.google.com/maps/contrib/102154143732850860816?hl=en-RU&sa=X&ved=2ahUKEwjst5PU9Lj0AhWKzosKHRy4DfkQvvQBegQIARBa,https://lh3.googleusercontent.com/a-/AOh14GgvuOUE7VUuy_Pow0v7U44daDNgwd_yJlz6elcl=s40-c-c0x00000000-cc-rp-mo-br100,5,13,57,No
Seniman Coffee Studio,34,"They take coffee very serious, best coffee in Bali and very friendly people! ❤️",2021-10-27 15:59:23 +00:00,,Itır,https://www.google.com/maps/contrib/114902223793465151583?hl=en-RU&sa=X&ved=2ahUKEwjst5PU9Lj0AhWKzosKHRy4DfkQvvQBegQIARBr,https://lh3.googleusercontent.com/a-/AOh14Gia-QMM4H9K4bcdlkEH3OIdt9vGfOHEMsd3whOjIQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,42,91,Yes
Seniman Coffee Studio,35,Nice place for cozy hangout with friends. Coffee is nice and properly served and the waitress knows their product and willing to help you to choose one. I tried the seeded bagel w/ cream cheese and it was heaven. The place is not too big but nice. They also have a course for coffee barista but for now it's closed. They also sell coffee beans and grounded. Free parking is a plus.,2020-12-27 15:59:23 +00:00,Seniman Coffee workshop is open again,MaRihanna,https://www.google.com/maps/contrib/106753341729821683889?hl=en-RU&sa=X&ved=2ahUKEwjst5PU9Lj0AhWKzosKHRy4DfkQvvQBegQIARB4,https://lh3.googleusercontent.com/a-/AOh14GjjA98Ifrzh4_pp8IXU4Tp9IyZl1jf67uUrTDPWhg=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5,133,28,Yes
Seniman Coffee Studio,36,"Awesome coffee. The affogato was great with strong coffee taste. The cold brew nitro was fantastic too for serious coffee drinker. The smoothie bowl was healthy and delicious to my liking, will come back for more next trip to bali.",2020-11-27 15:59:23 +00:00,,MVM,https://www.google.com/maps/contrib/115341049743488694174?hl=en-RU&sa=X&ved=2ahUKEwjst5PU9Lj0AhWKzosKHRy4DfkQvvQBegUIARCGAQ,https://lh3.googleusercontent.com/a-/AOh14Gjv9GHtKE_06UTiyQfm6Pdnf2hDMgUeUm2kAP0jc6M=s40-c-c0x00000000-cc-rp-mo-br100,5,12,88,No
Seniman Coffee Studio,37,"Best flat white I had in Bali, if not one of the best I’ve had. Has a nice nutty and chocolatey tasting notes. The price of their beans are very reasonable too. The pastries at the counter looked really yummy pity was too full to try",2018-11-27 15:59:23 +00:00,,Jonathan Wen Yu Lam,https://www.google.com/maps/contrib/109405943982989660548?hl=en-RU&sa=X&ved=2ahUKEwjst5PU9Lj0AhWKzosKHRy4DfkQvvQBegUIARCYAQ,https://lh3.googleusercontent.com/a/AATXAJxOn6wy-RQycl9WrwH3w1MTDx-1QGBIsTeP0E1u=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,63,79,Yes
Seniman Coffee Studio,38,Nice spot at ubud,2020-12-27 15:59:23 +00:00,Thank you !!,Adhinata Kurniawan,https://www.google.com/maps/contrib/105122273238987501744?hl=en-RU&sa=X&ved=2ahUKEwjst5PU9Lj0AhWKzosKHRy4DfkQvvQBegUIARCoAQ,https://lh3.googleusercontent.com/a-/AOh14GhEbjCZITgZOY-dZXA-PI8hClzknKSVgD_OoWesFw=s40-c-c0x00000000-cc-rp-mo-ba5-br100,5,142,1107,Yes
Seniman Coffee Studio,39,"Probably the best black coffee I’ve had, in Bali, or anywhere.
This coffee place is hidden down a quiet road (at least it was when we went there, at about 8pm). It was almost surreal as we turned down the road; the normal traffic of unit faded away almost instantly, we thought for a moment that we’d perhaps gone the wrong way. But sure enough, there it was and boy we weren’t disappointed.
They offer quite a number of single origin coffees, but when I asked for it as a latte they say they only make it americano style, which isn’t normally my first preference, but, I figured when in Bali..
What I got was probably the best black coffee I’ve ever had.",2020-11-27 15:59:23 +00:00,,Kieran Shepherd,https://www.google.com/maps/contrib/102500336872586809904?hl=en-RU&sa=X&ved=2ahUKEwjst5PU9Lj0AhWKzosKHRy4DfkQvvQBegUIARDDAQ,https://lh3.googleusercontent.com/a-/AOh14GjRwuQE7ScXM6ijw0vmmli65PEjAucwCcphLk930A=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5,89,141,Yes
Seniman Coffee Studio,40,Nice cozy place with a good ambience. Coffee taste good.,2021-02-27 15:59:23 +00:00,,Okky Brahmantio,https://www.google.com/maps/contrib/104169757482177979392?hl=en-RU&sa=X&ved=2ahUKEwjst5PU9Lj0AhWKzosKHRy4DfkQvvQBegUIARDTAQ,https://lh3.googleusercontent.com/a-/AOh14GgfeiZPOxIeA9hZb9cx8E6vPlCzVDdXij5rrYLGdQ=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,34,64,Yes
Seniman Coffee Studio,41,"One of the only places in Bali I was able to find decaf coffee 🎉! My husband had his first nitro cold brew — he loved it! It was “an awesome experience,” smooth and delicious. This is a unique coffee shop with a large variety of coffee options. Friendly and patient staff. They even brought us a free coffee tasting. A nice experience overall. Would return.",2019-11-27 15:59:22 +00:00,,Laura&Mauricio Duran,https://www.google.com/maps/contrib/117409798339582563025?hl=en-BR&sa=X&ved=2ahUKEwjAh4HU9Lj0AhWUpJUCHb7_Cp8QvvQBegQIARA_,https://lh3.googleusercontent.com/a-/AOh14GiaXBQ_y6wCGOX2jRzOcq0Ho2exwNSUza83Q0es=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5,19,77,Yes
Seniman Coffee Studio,42,Really cool coffee place. They make their own  coffee with amazing care for detail. Flavors are delicious and the food is great. The perfect place to grab a coffee or to have dinner or snacks. Great also to work!,2018-11-27 15:59:22 +00:00,,Pau R.,https://www.google.com/maps/contrib/100505721817186396032?hl=en-BR&sa=X&ved=2ahUKEwjAh4HU9Lj0AhWUpJUCHb7_Cp8QvvQBegQIARBQ,https://lh3.googleusercontent.com/a-/AOh14GhISQSg6i3U-Qk8V7DpnJnfGPQyTJzs393rpWZ7vOs=s40-c-c0x00000000-cc-rp-mo-ba5-br100,5,275,1204,Yes
Seniman Coffee Studio,43,"A must visit “coffee alley” around Ubud. Why Alley? Because in this alley there are Seniman Coffee Shop, Bakery, Shop, and Roastery that placed near each other, so its quite an unique ambience here. This Coffee Shop is always crowded by Tourists. Their coffee is good, tried the bottle one. And if you are looking for coffee beans or the kit, they sell that too.",2019-11-27 15:59:22 +00:00,,Della Ayu,https://www.google.com/maps/contrib/113879676842826795801?hl=en-BR&sa=X&ved=2ahUKEwjAh4HU9Lj0AhWUpJUCHb7_Cp8QvvQBegQIARBn,https://lh3.googleusercontent.com/a-/AOh14GhvN1fzoduzt91PiQ27zEOLpSwkohQQlyn3ipKcnQ=s40-c-c0x00000000-cc-rp-mo-ba6-br100,5,441,4536,Yes
Seniman Coffee Studio,44,"Came here in 2013 and back again recently. So awesome to see Rodney's Seniman growing from strength to strength. Indonesia’s leading specialty coffee brand. This place is an institution. Seniman is a green bean processor, coffee exporter, roaster, designer, maker, explorer, and proudly based in Indonesia. Seniman is focused on quality coffee ensuring a unique customer experience. I can confidently say that this is the top 10 coffee shop in Asia.",2018-11-27 15:59:22 +00:00,,Leander Yohanes,https://www.google.com/maps/contrib/104391368283909894463?hl=en-BR&sa=X&ved=2ahUKEwjAh4HU9Lj0AhWUpJUCHb7_Cp8QvvQBegQIARB8,https://lh3.googleusercontent.com/a-/AOh14Gir-mfjKGGi0_Ii2MTrsLrpiEbWm62sagRdk3Aktxc=s40-c-c0x00000000-cc-rp-mo-ba7-br100,5,828,8502,Yes
Seniman Coffee Studio,45,"Mestinya pesen black coffee (single origin, manual brew) aja",2020-12-27 15:59:22 +00:00,"(Translated by Google) Thank you for the stars, yes, we have several types of single origin from every island in Indonesia(Original)Terimakasih bintangnnya , yap kita ada beberapa jenis single origin dari setiap pulau pulau di Indonesia",mandewi,https://www.google.com/maps/contrib/107676821146100064497?hl=en-BR&sa=X&ved=2ahUKEwjAh4HU9Lj0AhWUpJUCHb7_Cp8QvvQBegUIARCbAQ,https://lh3.googleusercontent.com/a-/AOh14GipYHr9hzeY_-ibq6qgUCKNmfDKa4XDJxKG4gA4yA=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5,168,532,Yes
